iter	Logloss
345	0.6340686021
346	0.6340254907
347	0.6339997934
348	0.6339829662
349	0.6339620301
350	0.6339438333
351	0.6339092006
352	0.6338638716
353	0.6338323044
354	0.633796563
355	0.633752995
356	0.6337270368
357	0.6336965131
358	0.6336760335
359	0.6336444011
360	0.6336218996
361	0.63357344
362	0.6335468948
363	0.6335024137
364	0.6334785426
365	0.6334423447
366	0.6334086251
367	0.6333820147
368	0.6333432731
369	0.6333134016
370	0.6332838563
371	0.633260833
372	0.6332164824
373	0.6331643051
374	0.6331268679
375	0.6330979096
376	0.6330551242
377	0.6330282529
378	0.6329893157
379	0.6329609443
380	0.6329147674
381	0.6328854177
382	0.6328466109
383	0.6327935857
384	0.6327528875
385	0.6327247118
386	0.6326838179
387	0.6326577292
388	0.6326258359
389	0.6326096609
390	0.6325752239
391	0.6325498528
392	0.6325150897
393	0.6324856095
394	0.6324536509
395	0.6324202575
396	0.6323985387
397	0.6323509922
398	0.6323162291
399	0.632298228
400	0.6322720089
401	0.6322507467
402	0.6322244624
403	0.632193156
404	0.6321652412
405	0.6321234994
406	0.6320765399
407	0.6320580822
408	0.6320265801
409	0.6320057092
410	0.6319841209
411	0.6319477925
412	0.6319228126
413	0.631886419
414	0.6318602651
415	0.6318213931
416	0.631790739
417	0.6317458013
418	0.6317285176
419	0.6317008636
420	0.6316741228
421	0.6316472515
422	0.6316128145
423	0.6315795515
424	0.6315575066
425	0.6315348095
426	0.6314999812
427	0.6314603917
428	0.6314406296
429	0.6313944527
430	0.6313731905
431	0.6313375795
432	0.6313015772
433	0.6312709231
434	0.6312480955
435	0.6312199198
436	0.6311871786
437	0.6311580898
438	0.6311269139
439	0.6310959988
440	0.6310564746
441	0.6310333209
442	0.6310169503
443	0.6309864266
444	0.6309446196
445	0.6309201615
446	0.6308737237
447	0.6308550704
448	0.6308279382
449	0.6307989798
450	0.6307711954
451	0.6307496723
452	0.6307175833
453	0.6306886249
454	0.6306680149
455	0.6306309039
456	0.6305764438
457	0.6305444853
458	0.6305063959
459	0.6304925689
460	0.630469937
461	0.6304312606
462	0.6304013892
463	0.6303717134
464	0.6303472553
465	0.6303052526
466	0.6302863383
467	0.6302278998
468	0.6302121814
469	0.6301837448
470	0.630137894
471	0.630112849
472	0.6300973262
473	0.6300580628
474	0.6300254521
475	0.6299808405
476	0.6299415119
477	0.6299277502
478	0.6298880954
479	0.6298588762
480	0.629817917
481	0.6297870672
482	0.6297619569
483	0.6297303245
484	0.6297057359
485	0.6296723425
486	0.6296411666
487	0.6296031424
488	0.6295826629
489	0.6295652487
490	0.6295501825
491	0.629528529
492	0.6294989836
493	0.6294742646
494	0.6294471977
495	0.6294152391
496	0.6293809326
497	0.6293382776
498	0.6293321468
499	0.6292936661
500	0.6292613162
501	0.6292180091
502	0.6291954424
503	0.6291717018
504	0.6291431347
505	0.6291208942
506	0.6291000885
507	0.629064608
508	0.629044911
509	0.6290094305
510	0.6289751892
511	0.6289302515
512	0.6288878575
513	0.6288678997
514	0.6288299408
515	0.628779981
516	0.6287570231
517	0.6287058894
518	0.6286744526
519	0.6286468638
520	0.6286239058
521	0.6285941648
522	0.6285801422
523	0.6285567276
524	0.6285211819
525	0.6284812663
526	0.6284545254
527	0.6284208711
528	0.6283863689
529	0.6283586497
530	0.6283249954
531	0.6282930368
532	0.6282784272
533	0.6282646002
534	0.6282584042
535	0.6282267065
536	0.6282151623
537	0.6281899868
538	0.6281751163
539	0.628141201
540	0.6281226129
541	0.6281001115
542	0.6280686747
543	0.6280497604
544	0.6280218456
545	0.6279877999
546	0.6279675812
547	0.6279540804
548	0.6279293614
549	0.6279122733
550	0.6278929025
551	0.6278869674
552	0.627861531
553	0.6278395513
554	0.6278137888
555	0.6277791561
556	0.6277569156
557	0.6277394362
558	0.6277336315
559	0.6276903244
560	0.6276759104
561	0.6276508653
562	0.6276182545
563	0.6276012969
564	0.6275733821
565	0.6275540765
566	0.6275139652
567	0.6274915942
568	0.6274651143
569	0.6274404605
570	0.6274325035
571	0.6273931097
572	0.6273724997
573	0.6273376714
574	0.6273152351
575	0.6272865376
576	0.6272676234
577	0.6272385998
578	0.6272067717
579	0.6271917707
580	0.6271633341
581	0.627134441
582	0.6270921774
583	0.6270756763
584	0.6270616537
585	0.6270362825
586	0.627023173
587	0.627000802
588	0.626965778
589	0.6269468637
590	0.6269150356
591	0.6268982084
592	0.6268680761
593	0.6268440745
594	0.6268234645
595	0.6268108768
596	0.6268001152
597	0.6267752006
598	0.6267394592
599	0.6267143488
600	0.6266880646
601	0.6266769769
602	0.6266696721
603	0.6266476924
604	0.6266217994
605	0.626596363
606	0.6265777097
607	0.6265719702
608	0.6265417074
609	0.6265284022
610	0.6265108576
611	0.6264923346
612	0.6264844428
613	0.6264520277
614	0.626432396
615	0.6264048725
616	0.6263676962
617	0.6263403032
618	0.6263217802
619	0.6262959525
620	0.6262771687
621	0.6262651679
622	0.6262452101
623	0.6262072512
624	0.6261895109
625	0.6261678574
626	0.6261519433
627	0.6261314637
628	0.6261190716
629	0.6260962441
630	0.6260687206
631	0.6260359141
632	0.6260173912
633	0.6259978247
634	0.6259729753
635	0.6259407559
636	0.6258986227
637	0.6258577288
638	0.625839532
639	0.6258224439
640	0.6258032688
641	0.6257848763
642	0.6257664838
643	0.625748874
644	0.6257326991
645	0.6257098715
646	0.6256790869
647	0.6256580856
648	0.6256239095
649	0.6255929945
650	0.625565471
651	0.625560775
652	0.6255363822
653	0.6255204681
654	0.6254920315
655	0.6254645732
656	0.6254372454
657	0.6254215922
658	0.6253951775
659	0.6253678496
660	0.6253490006
661	0.625322325
662	0.6253161941
663	0.6252841704
664	0.6252709304
665	0.625230493
666	0.6252132093
667	0.6251753156
668	0.6251529446
669	0.6251361826
670	0.625100963
671	0.6250875273
672	0.6250639171
673	0.6250246538
674	0.6250140879
675	0.6250021523
676	0.6249870861
677	0.6249617802
678	0.624949649
679	0.6249322348
680	0.6249180165
681	0.6249063418
682	0.6248803184
683	0.6248571648
684	0.6248462075
685	0.6248309457
686	0.6248100748
687	0.6247835296
688	0.6247721159
689	0.6247357874
690	0.6247127642
691	0.6246888279
692	0.6246690658
693	0.6246563476
694	0.6246401726
695	0.6246198887
696	0.6245914521
697	0.6245767773
698	0.6245652983
699	0.624541362
700	0.6245304047
701	0.6245125992
702	0.6244890543
703	0.6244630309
704	0.624440399
705	0.6244160061
706	0.6243929177
707	0.6243702206
708	0.6243586111
709	0.6243216305
710	0.6243047381
711	0.6242792365
712	0.6242529522
713	0.6242388643
714	0.6242166238
715	0.6241866871
716	0.6241757951
717	0.6241464454
718	0.6241143564
719	0.6241056819
720	0.6240943333
721	0.6240826587
722	0.6240582006
723	0.6240226548
724	0.6239935008
725	0.6239769345
726	0.6239628467
727	0.6239354536
728	0.6239183656
729	0.6239068866
730	0.6238787108
731	0.6238596661
732	0.6238459696
733	0.6238359255
734	0.6238114022
735	0.6238050757
736	0.6237932706
737	0.6237772261
738	0.6237599424
739	0.6237455936
740	0.6237221791
741	0.6236994168
742	0.6236604795
743	0.623638565
744	0.623625586
745	0.6236016496
746	0.62358704
747	0.6235667561
748	0.6235552119
749	0.623534341
750	0.6235006867
751	0.6234706847
752	0.6234504008
753	0.6234374217
754	0.6234063763
755	0.6233804181
756	0.6233557643
757	0.6233421982
758	0.6233286322
759	0.623311805
760	0.6232927603
761	0.6232788681
762	0.6232564971
763	0.6232350392
764	0.6231992978
765	0.6231825359
766	0.623173144
767	0.6231539688
768	0.6231252713
769	0.6230987261
770	0.6230788336
771	0.6230634413
772	0.6230522232
773	0.6230273085
774	0.6229924802
775	0.6229637827
776	0.6229408247
777	0.6229262151
778	0.6229043659
779	0.6228917781
780	0.6228667983
781	0.622844949
782	0.6228307307
783	0.6228200344
784	0.6228071857
785	0.6227962937
786	0.6227843582
787	0.6227755533
788	0.6227400075
789	0.6227135276
790	0.6227043313
791	0.6226899174
792	0.6226691117
793	0.6226416534
794	0.6226178475
795	0.6225763666
796	0.6225693227
797	0.6225469517
798	0.6225277113
799	0.6225092536
800	0.622469925
801	0.6224583808
802	0.6224527065
803	0.6224300094
804	0.622408095
805	0.6223959638
806	0.6223740493
807	0.6223519392
808	0.6223193937
809	0.6222890656
810	0.6222539112
811	0.6222422365
812	0.622232649
813	0.6222004295
814	0.6221939074
815	0.6221663186
816	0.6221417301
817	0.622116685
818	0.6220772912
819	0.6220724648
820	0.6220508113
821	0.6220262879
822	0.6220191136
823	0.6220104391
824	0.621991851
825	0.6219592402
826	0.6219357604
827	0.6218961057
828	0.621869104
829	0.6218451024
830	0.6218282753
831	0.6218078609
832	0.6217871205
833	0.6217580316
834	0.6217332474
835	0.6217185726
836	0.6216890924
837	0.6216655475
838	0.6216487855
839	0.6216336541
840	0.6216104352
841	0.6215939342
842	0.6215793246
843	0.6215637366
844	0.6215476921
845	0.621534126
846	0.6215169727
847	0.6214972106
848	0.6214798617
849	0.6214574254
850	0.6214499902
851	0.6214460769
852	0.6214370763
853	0.6214126835
854	0.6213912908
855	0.6213775943
856	0.6213528753
857	0.6213367656
858	0.6213245039
859	0.6213104813
860	0.6212902626
861	0.6212660654
862	0.621240629
863	0.6212187797
864	0.6212099096
865	0.6211880604
866	0.6211678417
867	0.6211551887
868	0.6211450142
869	0.6211313176
870	0.6211174906
871	0.6210814883
872	0.621064009
873	0.6210448338
874	0.6210230498
875	0.6210154841
876	0.6210038095
877	0.6209601762
878	0.6209417838
879	0.6209290003
880	0.6209132167
881	0.6208776057
882	0.6208629961
883	0.6208456472
884	0.6208309071
885	0.6208200803
886	0.6208042967
887	0.620785252
888	0.6207582503
889	0.6207373794
890	0.6207093341
891	0.6206894415
892	0.6206805714
893	0.6206643312
894	0.6206439821
895	0.6206262418
896	0.6205935006
897	0.6205763473
898	0.6205558025
899	0.6205301052
900	0.6205213655
901	0.6205071472
902	0.6204816456
903	0.6204671664
904	0.620430838
905	0.6204015535
906	0.6203800956
907	0.6203580507
908	0.6203433107
909	0.6203208744
910	0.6202838938
911	0.6202667405
912	0.6202405215
913	0.6202231073
914	0.6202021712
915	0.6201906922
916	0.6201762782
917	0.620164734
918	0.6201524724
919	0.6201346017
920	0.6201188833
921	0.6200966427
922	0.6200812504
923	0.6200706845
924	0.6200597273
925	0.6200301819
926	0.6200132895
927	0.6199959406
928	0.61996633
929	0.619937763
930	0.619926871
931	0.6199080219
932	0.6198833682
933	0.6198639974
934	0.6198353651
935	0.6198227121
936	0.6197958408
937	0.6197740568
938	0.6197528598
939	0.6197410547
940	0.6197162053
941	0.6197005521
942	0.6196835293
943	0.6196710068
944	0.6196541144
945	0.6196324608
946	0.619607481
947	0.6195907842
948	0.6195757833
949	0.6195559559
950	0.6195311717
951	0.6195104313
952	0.6194848644
953	0.6194746899
954	0.6194470359
955	0.6194227735
956	0.6194068594
957	0.6193874234
958	0.6193764662
959	0.6193522038
960	0.6193210931
961	0.6192859386
962	0.619257502
963	0.6192480449
964	0.6192134123
965	0.6192054552
966	0.6191596697
967	0.6191496908
968	0.6191454514
969	0.6191331897
970	0.6191179279
971	0.6190773601
972	0.6190628157
973	0.6190498366
974	0.6190414882
975	0.6190195738
976	0.619009921
977	0.61900079
978	0.6189817453
979	0.6189649181
980	0.618951352
981	0.6189389599
982	0.6189141757
983	0.6188908264
984	0.6188806518
985	0.6188784343
986	0.6188600418
987	0.6188407362
988	0.6188156912
989	0.6188042122
990	0.6187888851
991	0.6187760364
992	0.6187534698
993	0.6187423821
994	0.618725555
995	0.6187057276
996	0.6186877264
997	0.6186802912
998	0.6186625509
999	0.6186311141
1000	0.6186232875
1001	0.6186116781
1002	0.6185932856
1003	0.6185760671
1004	0.618555131
1005	0.6185324991
1006	0.6185193244
1007	0.6185126065
1008	0.6184844961
1009	0.6184738649
1010	0.6184551463
1011	0.6184286664
1012	0.6184145785
1013	0.6183852288
1014	0.6183665755
1015	0.6183414652
1016	0.6183309645
1017	0.6183226813
1018	0.618304615
1019	0.618279309
1020	0.6182551118
1021	0.6182352192
1022	0.6182090654
1023	0.6181848682
1024	0.6181608666
1025	0.6181364738
1026	0.6181162551
1027	0.6181107113
1028	0.6180932971
1029	0.6180665563
1030	0.6180468593
1031	0.6180336846
1032	0.6180031609
1033	0.617984638
1034	0.6179654628
1035	0.6179364392
1036	0.6179218948
1037	0.6178952192
1038	0.6178822401
